Customer ID,Total Sales,Total Profit,Total Quantity,Total Orders,Cluster
PB-19105,688.324,218.15970000000002,18,5,1
PB-19150,1456.95,280.6606,54,11,1
PB-19210,132.738,21.897000000000002,10,2,1
PC-18745,1832.064,272.685,22,5,1
PC-19000,1061.488,-184.3364,18,3,1
PF-19120,9062.864,-614.2943000000001,75,19,0
PF-19165,2770.0,196.87389999999996,34,10,1
PF-19225,2206.1279999999997,591.3118000000001,32,10,1
PG-18820,3086.907,137.46130000000002,83,26,0
PG-18895,1987.164,334.5163,61,17,0
PH-18790,729.648,47.8878,6,2,1
PJ-18835,1220.09,442.1355,46,13,1
PJ-19015,1824.2340000000002,682.9979000000001,25,10,1
PK-18910,1441.152,-798.705,14,3,1
PK-19075,8646.934,2038.2676000000001,107,25,2
PL-18925,239.481,-0.7527000000000026,29,8,1
PM-18940,1405.402,157.8768,16,4,1
PM-19135,4115.662,526.7537,36,7,1
PN-18775,1467.152,192.0396,47,13,1
PO-18850,7473.8282,38.47569999999996,91,22,0
PO-18865,2493.214,437.8533,54,13,0
PO-19180,4893.043,1155.4331,65,18,0
PO-19195,1056.858,-49.70089999999999,32,10,1
PP-18955,7252.608,1495.0854,138,34,2
PR-18880,1840.178,247.6226,43,12,1
PS-18760,2181.479,-134.441,75,21,0
PS-18970,1278.639,198.5099,52,13,1
PS-19045,6843.634,1742.7296999999999,47,13,2
PT-19090,160.572,-20.0508,19,7,1
PV-18985,2876.046,434.52840000000003,52,13,0
PW-19030,3454.916,803.8169,48,13,0
PW-19240,3922.4150000000004,1290.354,39,12,0
QJ-19255,6108.338,1203.6768,61,13,0
RA-19285,2617.906,546.0882,58,17,0
RA-19885,3832.314,1292.8656,53,15,0
RA-19915,4793.543,304.8673,75,22,0
RA-19945,1686.9225,-445.695,27,9,1
RB-19330,1008.1959999999999,-164.40619999999998,16,6,1
RB-19360,15117.339,6976.0959,71,18,2
RB-19435,2663.0860000000002,477.23990000000003,66,16,0
RB-19465,4715.466,640.5466,85,23,0
RB-19570,528.546,76.8879,35,9,1
RB-19645,221.084,72.679,29,7,1
RB-19705,2067.45,243.07549999999998,22,7,1
RB-19795,5633.316000000001,-461.73319999999995,92,18,0
RC-19825,966.409,63.991400000000006,29,10,1
RC-19960,885.752,10.563300000000002,44,11,1
RD-19480,4272.93,480.594,60,15,0
RD-19585,2912.8940000000002,734.5158,73,19,0
RD-19660,2786.632,835.772,23,5,1
RD-19720,1419.737,207.3304,78,20,0
RD-19810,1137.616,318.4625,63,16,0
RD-19900,3133.924,455.5292,85,21,0
RD-19930,970.9420000000001,35.05740000000001,33,10,1
RE-19405,48.36,6.045,5,1,1
RE-19450,876.696,209.2294,47,9,1
RF-19345,3309.15,633.7072000000001,67,16,0
RF-19735,2341.2960000000003,711.6168,53,14,0
RF-19840,945.222,280.0261,45,11,1
RH-19495,3621.3759999999997,563.7877,38,8,1
RH-19510,6979.18,1289.4535,43,12,0
RH-19555,740.382,0.30570000000000164,11,3,1
RH-19600,2085.7400000000002,172.6261,43,11,1
RK-19300,1460.192,269.688,29,8,1
RL-19615,6234.91,488.14840000000004,101,24,0
RM-19375,1453.474,392.1499,29,9,1
RM-19675,5979.0960000000005,1902.5438000000001,39,11,0
RM-19750,98.35,28.6879,4,2,1
RO-19780,3815.478,-1262.5716000000002,48,12,1
RP-19270,954.6452,59.538399999999996,47,12,1
RP-19390,5153.084,465.25030000000015,88,25,0
RP-19855,2170.716,594.5868,61,15,0
RR-19315,615.932,-73.835,7,4,1
RR-19525,3302.2619999999997,721.6826,36,10,1
RS-19420,3221.29,633.4513999999999,29,9,1
RS-19765,4159.7699999999995,1206.3851,54,14,0
RS-19870,22.328,9.5838,10,3,1
RW-19540,7397.401,1586.6273,89,23,2
RW-19630,3279.746,698.8325,53,16,0
RW-19690,3495.646,707.5503,61,15,0
SA-20830,4767.3415,610.1496000000001,75,21,0
SB-20170,1348.02,157.6658,24,7,1
SB-20185,6410.996,885.4623999999999,45,12,0
SB-20290,8057.891,-2082.7451,84,17,0
SC-20020,3362.9636,-317.0508,62,17,0
SC-20050,4624.572,1011.7443,61,15,0
SC-20095,14142.333999999999,5757.411899999999,87,22,2
SC-20230,4371.9580000000005,440.14099999999996,49,11,0
SC-20260,3729.7929999999997,671.0033999999999,63,18,0
SC-20305,3979.065,229.1617,64,12,0
SC-20380,5992.536,236.66149999999996,80,20,0
SC-20440,1874.998,379.5611,44,10,1
SC-20575,902.7280000000001,100.2253,30,7,1
SC-20680,1254.64,370.1578,26,8,1
SC-20695,2576.408,611.8291,66,14,0
SC-20725,5226.21,1276.6513,133,26,2
SC-20770,4492.657,-671.1874,75,21,0
SC-20800,279.25600000000003,51.8252,11,5,1
SC-20845,280.632,31.1757,13,4,1
SD-20485,6121.114,1985.1671999999999,82,21,2
SE-20110,12209.438000000002,2650.6769,78,19,2
SF-20065,763.5459999999999,228.1623,35,9,1
SF-20200,3422.7859999999996,286.9046,74,15,0
SF-20965,3336.535,539.9352,66,17,0
SG-20080,3406.5809999999997,570.438,30,11,1
SG-20470,1884.798,-119.0105,62,14,0
SG-20605,3124.832,463.269,49,13,0
SG-20890,47.946,-3.7073,17,5,1
SH-19975,3406.8395,558.4739999999999,113,29,0
SH-20395,2180.718,-144.5229,45,15,0
SH-20635,2096.392,260.6258,16,2,1
SJ-20125,3949.656,144.1189,104,24,0
SJ-20215,1341.036,-23.5137,35,10,1
SJ-20500,1318.776,68.09629999999999,30,7,1
SK-19990,883.409,168.7933,19,5,1
SL-20155,3053.012,527.9715,30,9,1
SM-20005,244.49399999999997,-26.5927,26,6,1
SM-20320,25043.05,-1980.7393,50,15,2
SM-20905,1043.041,-237.2885,20,6,1
SM-20950,5563.392,581.5741999999999,94,22,0
SN-20560,1860.418,-716.8565000000001,67,15,0
SN-20710,3127.9592,481.74989999999997,89,19,0
SO-20335,2602.5755,-81.0858,52,15,0
SP-20545,1306.086,-118.77570000000001,43,10,1
SP-20620,5440.319,-270.42819999999995,77,24,0
SP-20650,1872.4360000000001,268.4782,71,15,0
SP-20860,4282.94,566.7226,80,24,0
SP-20920,3990.689,14.692400000000003,57,14,0
SR-20425,3233.481,-3333.9144,34,9,1
SR-20740,4345.8859999999995,1990.4243999999999,50,12,0
SS-20140,1324.028,332.3487,86,21,0
SS-20410,3056.8070000000002,-1010.9738,46,12,1
SS-20515,613.4,199.93449999999999,36,6,1
SS-20590,418.49,135.5401,17,9,1
SS-20875,964.636,-75.586,39,15,1
ST-20530,433.34000000000003,84.4419,33,12,1
SU-20665,2595.364,763.4719,61,18,0
SV-20365,11470.949999999999,1199.4242,109,32,2
SV-20785,4105.305,485.0272,91,25,0
SV-20815,1271.0900000000001,199.6502,24,6,1
SV-20935,1903.491,106.8912,66,13,0
SW-20245,1085.078,-19.60620000000001,33,10,1
SW-20275,1966.65,332.8725,28,7,1
SW-20350,1019.044,95.8383,25,6,1
SW-20455,2921.544,793.6548,18,9,1
SW-20755,758.6959999999999,68.2416,27,8,1
SZ-20035,3625.329,366.43030000000005,69,20,0
TA-21385,14595.62,4703.7883,36,10,2
TB-21055,1467.881,390.2113,66,18,0
TB-21175,3589.296,829.1635,36,11,1
TB-21190,816.1740000000001,179.0038,23,4,1
TB-21250,1602.376,260.6155,74,19,0
TB-21280,2198.45,490.9567,35,11,1
TB-21355,834.328,268.967,44,13,1
TB-21400,9133.99,2798.3689,55,17,2
TB-21520,4737.486,-1603.0451,85,20,0
TB-21595,1387.559,-136.4091,29,7,1
TB-21625,2797.668,379.882,60,15,0
TC-20980,19052.218,8981.323900000001,42,12,2
TC-21145,1038.26,265.5332,17,4,1
TC-21295,4266.812,606.3727,63,16,0
TC-21475,1244.976,119.104,45,11,1
TC-21535,742.5580000000001,217.933,28,10,1
TD-20995,1434.5480000000002,88.1897,67,16,0
TG-21310,3058.372,682.1704,30,9,1
TG-21640,2074.661,365.7205,50,10,1
TH-21100,2422.824,-135.2125,29,7,1
TH-21115,2942.772,-252.5539,29,9,1
TH-21235,1022.201,92.729,40,13,1
TH-21550,4234.0960000000005,-571.9678,44,13,0
TM-21010,2955.2259999999997,573.3013,67,19,0
TM-21490,1094.6779999999999,292.52099999999996,12,4,1
TN-21040,3130.221,-692.0452,48,12,1
TP-21130,4454.0560000000005,1129.1261,55,16,0
TP-21415,5329.0048,-1087.3898,39,10,1
TP-21565,1936.6399999999999,139.22869999999995,48,10,1
TR-21325,675.9419999999999,220.36440000000002,22,7,1
TS-21085,4.833,-3.3156,4,2,1
TS-21160,2163.6240000000003,260.87440000000004,60,17,0
TS-21205,5371.09,862.8877,67,19,0
TS-21340,974.7819999999999,-184.97889999999998,51,12,1
TS-21370,11891.751,2371.7144000000003,59,15,2
TS-21430,2054.14,48.70169999999999,31,7,1
TS-21505,2243.274,11.377899999999983,54,14,0
TS-21610,2820.424,-294.6981,44,11,1
TS-21655,3368.094,220.91629999999998,52,14,0
TT-21070,4915.602,751.9567,66,14,0
TT-21220,1427.0439999999999,278.7371,55,15,0
TT-21265,439.5,93.9162,8,3,1
TT-21460,5364.808,1124.4999,48,14,0
TW-21025,5278.826,737.3905,57,12,0
TZ-21580,1707.286,224.8887,30,9,1
VB-21745,2005.596,371.2398,37,10,1
VD-21670,6442.254,1617.7874000000002,71,16,2
VF-21715,847.944,-96.27799999999999,35,11,1
VG-21790,846.01,143.6268,32,8,1
VG-21805,427.372,-52.333,16,6,1
VM-21685,2454.866,513.5269,37,12,1
VM-21835,380.69,116.6373,25,8,1
VP-21730,993.9019999999999,205.3888,18,5,1
VP-21760,3360.526,-1018.7768,65,14,0
VS-21820,1055.981,-262.8093,38,8,1
VT-21700,1736.596,-224.08889999999997,42,9,1
VW-21775,6134.0380000000005,-874.6645,77,18,0
WB-21850,6160.102,714.3311,146,37,2
XP-21865,2374.658,621.23,100,28,0
YC-21895,5454.35,1305.629,31,8,1
YS-21880,6720.4439999999995,1778.2923,58,12,2
ZC-21910,8025.707,-1032.1490000000001,105,31,0
ZD-21925,1493.944,249.1307,32,9,1
